date,year,month,day,station_id,station_name,lat,lon,tmin_c,tmax_c,tavg_c,prcp_mm,snow_mm_we
2020-12-05,2020,12,5,USC001,"Champaign, IL",40.1164,-88.2434,6.62,19.04,12.24,0.0,0.0
2020-12-06,2020,12,6,USC001,"Champaign, IL",40.1164,-88.2434,16.41,29.95,22.86,0.0,0.0
2020-12-07,2020,12,7,USC001,"Champaign, IL",40.1164,-88.2434,7.42,19.32,13.23,0.0,0.0
2020-12-08,2020,12,8,USC001,"Champaign, IL",40.1164,-88.2434,22.34,35.68,28.21,0.0,0.0
2020-12-09,2020,12,9,USC001,"Champaign, IL",40.1164,-88.2434,1.85,14.43,8.82,0.0,0.0
2020-12-10,2020,12,10,USC001,"Champaign, IL",40.1164,-88.2434,19.6,33.91,27.51,0.0,0.0
2020-12-11,2020,12,11,USC001,"Champaign, IL",40.1164,-88.2434,13.06,27.27,19.87,0.0,0.0
2020-12-12,2020,12,12,USC001,"Champaign, IL",40.1164,-88.2434,12.89,23.66,18.12,0.0,0.0
2020-12-13,2020,12,13,USC001,"Champaign, IL",40.1164,-88.2434,10.44,21.0,15.67,1.91,0.0
2020-12-14,2020,12,14,USC001,"Champaign, IL",40.1164,-88.2434,12.32,27.83,20.17,0.0,0.0
2020-12-15,2020,12,15,USC001,"Champaign, IL",40.1164,-88.2434,11.88,23.8,17.77,0.0,0.0
2020-12-16,2020,12,16,USC001,"Champaign, IL",40.1164,-88.2434,17.98,30.31,23.26,0.0,0.0
2020-12-17,2020,12,17,USC001,"Champaign, IL",40.1164,-88.2434,11.29,23.17,18.09,0.0,0.0
2020-12-18,2020,12,18,USC001,"Champaign, IL",40.1164,-88.2434,11.17,25.12,18.05,0.0,0.0
2020-12-19,2020,12,19,USC001,"Champaign, IL",40.1164,-88.2434,8.3,21.2,15.25,3.28,0.0
2020-12-20,2020,12,20,USC001,"Champaign, IL",40.1164,-88.2434,10.75,21.72,16.55,0.0,0.0
2020-12-21,2020,12,21,USC001,"Champaign, IL",40.1164,-88.2434,13.1,24.98,18.15,0.0,0.0
2020-12-22,2020,12,22,USC001,"Champaign, IL",40.1164,-88.2434,-0.07,13.55,7.82,0.0,0.0
2020-12-23,2020,12,23,USC001,"Champaign, IL",40.1164,-88.2434,3.65,15.56,9.4,0.0,0.0
2020-12-24,2020,12,24,USC001,"Champaign, IL",40.1164,-88.2434,12.59,24.86,19.62,10.99,0.0
2020-12-25,2020,12,25,USC001,"Champaign, IL",40.1164,-88.2434,9.4,21.96,16.52,0.0,0.0
2020-12-26,2020,12,26,USC001,"Champaign, IL",40.1164,-88.2434,7.68,20.4,14.51,0.0,0.0
2020-12-27,2020,12,27,USC001,"Champaign, IL",40.1164,-88.2434,9.34,20.55,15.28,0.0,0.0
2020-12-28,2020,12,28,USC001,"Champaign, IL",40.1164,-88.2434,10.87,24.41,16.68,2.31,0.0
2020-12-29,2020,12,29,USC001,"Champaign, IL",40.1164,-88.2434,5.2,17.02,12.0,0.0,0.0
2020-12-30,2020,12,30,USC001,"Champaign, IL",40.1164,-88.2434,2.96,17.01,10.56,1.73,0.0
2020-12-31,2020,12,31,USC001,"Champaign, IL",40.1164,-88.2434,7.34,20.55,15.18,0.0,0.0
2021-01-01,2021,1,1,USC001,"Champaign, IL",40.1164,-88.2434,3.99,15.23,9.31,0.0,0.0
2021-01-02,2021,1,2,USC001,"Champaign, IL",40.1164,-88.2434,10.53,23.77,16.0,0.0,0.0
2021-01-03,2021,1,3,USC001,"Champaign, IL",40.1164,-88.2434,-2.64,10.68,5.19,0.0,0.0
2021-01-04,2021,1,4,USC001,"Champaign, IL",40.1164,-88.2434,11.39,26.5,18.6,0.0,0.0
2021-01-05,2021,1,5,USC001,"Champaign, IL",40.1164,-88.2434,7.92,21.18,15.57,0.0,0.0
2021-01-06,2021,1,6,USC001,"Champaign, IL",40.1164,-88.2434,8.62,21.45,14.23,0.0,0.0
2021-01-07,2021,1,7,USC001,"Champaign, IL",40.1164,-88.2434,10.85,24.25,17.61,0.0,0.0
2021-01-08,2021,1,8,USC001,"Champaign, IL",40.1164,-88.2434,13.67,28.42,20.77,0.0,0.0
2021-01-09,2021,1,9,USC001,"Champaign, IL",40.1164,-88.2434,10.22,23.92,17.26,9.66,0.0
2021-01-10,2021,1,10,USC001,"Champaign, IL",40.1164,-88.2434,-3.5,9.33,2.73,0.0,0.0
2021-01-11,2021,1,11,USC001,"Champaign, IL",40.1164,-88.2434,0.23,10.86,5.28,0.0,0.0
2021-01-12,2021,1,12,USC001,"Champaign, IL",40.1164,-88.2434,1.55,13.79,8.29,0.0,0.0
2021-01-13,2021,1,13,USC001,"Champaign, IL",40.1164,-88.2434,5.53,19.04,11.29,0.4,0.0
2021-01-14,2021,1,14,USC001,"Champaign, IL",40.1164,-88.2434,7.14,19.48,13.49,0.0,0.0
2021-01-15,2021,1,15,USC001,"Champaign, IL",40.1164,-88.2434,-0.86,13.13,7.02,0.0,0.0
2021-01-16,2021,1,16,USC001,"Champaign, IL",40.1164,-88.2434,5.12,18.6,11.32,0.0,0.0
2021-01-17,2021,1,17,USC001,"Champaign, IL",40.1164,-88.2434,-1.17,12.37,6.35,0.0,0.0
2021-01-18,2021,1,18,USC001,"Champaign, IL",40.1164,-88.2434,1.25,14.67,6.81,0.0,0.0
2021-01-19,2021,1,19,USC001,"Champaign, IL",40.1164,-88.2434,-4.44,9.79,2.58,0.99,0.0
2021-01-20,2021,1,20,USC001,"Champaign, IL",40.1164,-88.2434,-3.19,11.53,4.74,0.0,0.0
2021-01-21,2021,1,21,USC001,"Champaign, IL",40.1164,-88.2434,-2.97,9.98,2.34,0.0,0.0
2021-01-22,2021,1,22,USC001,"Champaign, IL",40.1164,-88.2434,-1.07,9.11,3.96,0.0,0.0
2021-01-23,2021,1,23,USC001,"Champaign, IL",40.1164,-88.2434,7.55,19.62,13.85,0.0,0.0
2021-01-24,2021,1,24,USC001,"Champaign, IL",40.1164,-88.2434,-1.7,9.97,3.58,0.0,0.0
2021-01-25,2021,1,25,USC001,"Champaign, IL",40.1164,-88.2434,13.99,26.91,21.23,12.56,0.0
2021-01-26,2021,1,26,USC001,"Champaign, IL",40.1164,-88.2434,2.54,17.51,10.28,8.24,0.0
2021-01-27,2021,1,27,USC001,"Champaign, IL",40.1164,-88.2434,2.18,16.24,8.48,0.0,0.0
2021-01-28,2021,1,28,USC001,"Champaign, IL",40.1164,-88.2434,-2.76,9.28,3.01,0.0,0.0
2021-01-29,2021,1,29,USC001,"Champaign, IL",40.1164,-88.2434,4.25,16.58,10.55,0.0,0.0
2021-01-30,2021,1,30,USC001,"Champaign, IL",40.1164,-88.2434,-3.25,11.8,3.92,0.0,0.0
2021-01-31,2021,1,31,USC001,"Champaign, IL",40.1164,-88.2434,2.13,13.49,7.16,0.0,0.0
2021-02-01,2021,2,1,USC001,"Champaign, IL",40.1164,-88.2434,12.33,25.56,19.1,0.0,0.0
2021-02-02,2021,2,2,USC001,"Champaign, IL",40.1164,-88.2434,-1.28,11.62,5.56,0.0,0.0
2021-02-03,2021,2,3,USC001,"Champaign, IL",40.1164,-88.2434,4.63,19.27,11.54,0.0,0.0
2021-02-04,2021,2,4,USC001,"Champaign, IL",40.1164,-88.2434,-3.69,8.74,2.03,0.0,0.0
2021-02-05,2021,2,5,USC001,"Champaign, IL",40.1164,-88.2434,-2.01,12.41,5.13,0.0,0.0
2021-02-06,2021,2,6,USC001,"Champaign, IL",40.1164,-88.2434,8.64,21.35,13.91,0.0,0.0
2021-02-07,2021,2,7,USC001,"Champaign, IL",40.1164,-88.2434,-3.92,7.71,1.68,0.0,0.0
2021-02-08,2021,2,8,USC001,"Champaign, IL",40.1164,-88.2434,6.0,19.94,13.64,0.0,0.0
2021-02-09,2021,2,9,USC001,"Champaign, IL",40.1164,-88.2434,0.66,15.42,7.87,0.0,0.0
2021-02-10,2021,2,10,USC001,"Champaign, IL",40.1164,-88.2434,-3.76,7.37,1.28,0.0,0.0
2021-02-11,2021,2,11,USC001,"Champaign, IL",40.1164,-88.2434,1.28,14.4,7.02,2.75,0.0
2021-02-12,2021,2,12,USC001,"Champaign, IL",40.1164,-88.2434,2.84,16.31,8.49,0.0,0.0
2021-02-13,2021,2,13,USC001,"Champaign, IL",40.1164,-88.2434,0.69,13.37,6.5,0.0,0.0
2021-02-14,2021,2,14,USC001,"Champaign, IL",40.1164,-88.2434,-10.43,2.54,-4.69,0.0,0.0
2021-02-15,2021,2,15,USC001,"Champaign, IL",40.1164,-88.2434,-5.89,6.71,-0.7,0.0,0.0
2021-02-16,2021,2,16,USC001,"Champaign, IL",40.1164,-88.2434,-4.91,9.0,1.47,0.0,0.0
2021-02-17,2021,2,17,USC001,"Champaign, IL",40.1164,-88.2434,-5.09,8.29,2.11,0.0,0.0
2021-02-18,2021,2,18,USC001,"Champaign, IL",40.1164,-88.2434,-1.46,10.52,5.36,0.0,0.0
2021-02-19,2021,2,19,USC001,"Champaign, IL",40.1164,-88.2434,-4.09,9.13,2.93,0.0,0.0
2021-02-20,2021,2,20,USC001,"Champaign, IL",40.1164,-88.2434,-10.1,2.17,-4.86,1.45,0.82
2021-02-21,2021,2,21,USC001,"Champaign, IL",40.1164,-88.2434,-4.35,9.86,3.51,0.0,0.0
2021-02-22,2021,2,22,USC001,"Champaign, IL",40.1164,-88.2434,-3.07,11.69,4.45,0.0,0.0
2021-02-23,2021,2,23,USC001,"Champaign, IL",40.1164,-88.2434,-3.43,10.05,3.98,0.0,0.0
2021-02-24,2021,2,24,USC001,"Champaign, IL",40.1164,-88.2434,-1.09,13.28,6.38,0.0,0.0
2021-02-25,2021,2,25,USC001,"Champaign, IL",40.1164,-88.2434,-2.86,10.5,4.94,0.0,0.0
2021-02-26,2021,2,26,USC001,"Champaign, IL",40.1164,-88.2434,-3.77,10.11,2.86,0.0,0.0
2021-02-27,2021,2,27,USC001,"Champaign, IL",40.1164,-88.2434,-5.58,6.66,0.02,0.0,0.0
2021-02-28,2021,2,28,USC001,"Champaign, IL",40.1164,-88.2434,-14.98,-2.52,-8.13,0.0,0.0
2021-03-01,2021,3,1,USC001,"Champaign, IL",40.1164,-88.2434,-5.1,8.0,2.13,0.0,0.0
2021-03-02,2021,3,2,USC001,"Champaign, IL",40.1164,-88.2434,-6.39,8.07,0.83,0.0,0.0
2021-03-03,2021,3,3,USC001,"Champaign, IL",40.1164,-88.2434,-5.61,7.41,0.96,0.0,0.0
2021-03-04,2021,3,4,USC001,"Champaign, IL",40.1164,-88.2434,-12.17,-1.32,-6.97,0.0,0.0
2021-03-05,2021,3,5,USC001,"Champaign, IL",40.1164,-88.2434,-12.28,1.73,-6.17,0.0,0.0
2021-03-06,2021,3,6,USC001,"Champaign, IL",40.1164,-88.2434,-3.44,11.47,4.32,0.0,0.0
2021-03-07,2021,3,7,USC001,"Champaign, IL",40.1164,-88.2434,-8.07,6.56,-1.32,0.0,0.0
2021-03-08,2021,3,8,USC001,"Champaign, IL",40.1164,-88.2434,-4.5,8.4,2.12,0.0,0.0
2021-03-09,2021,3,9,USC001,"Champaign, IL",40.1164,-88.2434,-7.12,5.11,-1.32,0.0,0.0
2021-03-10,2021,3,10,USC001,"Champaign, IL",40.1164,-88.2434,-7.58,6.22,-1.47,0.0,0.0
2021-03-11,2021,3,11,USC001,"Champaign, IL",40.1164,-88.2434,-4.78,9.48,2.91,4.14,0.0
2021-03-12,2021,3,12,USC001,"Champaign, IL",40.1164,-88.2434,-11.52,2.6,-4.52,0.0,0.0
2021-03-13,2021,3,13,USC001,"Champaign, IL",40.1164,-88.2434,-8.98,4.14,-1.62,3.12,0.16
2021-03-14,2021,3,14,USC001,"Champaign, IL",40.1164,-88.2434,-10.92,1.78,-4.56,3.41,0.1
2021-03-15,2021,3,15,USC001,"Champaign, IL",40.1164,-88.2434,-11.46,0.8,-4.57,0.0,0.0
2021-03-16,2021,3,16,USC001,"Champaign, IL",40.1164,-88.2434,-9.83,1.53,-4.08,0.0,0.0
2021-03-17,2021,3,17,USC001,"Champaign, IL",40.1164,-88.2434,-8.68,3.43,-1.57,0.0,0.0
2021-03-18,2021,3,18,USC001,"Champaign, IL",40.1164,-88.2434,-11.49,-0.09,-5.21,0.0,0.0
2021-03-19,2021,3,19,USC001,"Champaign, IL",40.1164,-88.2434,-3.0,11.26,3.33,0.0,0.0
2021-03-20,2021,3,20,USC001,"Champaign, IL",40.1164,-88.2434,-14.5,-1.82,-7.55,0.0,0.0
2021-03-21,2021,3,21,USC001,"Champaign, IL",40.1164,-88.2434,-11.94,2.86,-4.13,0.0,0.0
2021-03-22,2021,3,22,USC001,"Champaign, IL",40.1164,-88.2434,-10.71,2.0,-5.52,0.0,0.0
2021-03-23,2021,3,23,USC001,"Champaign, IL",40.1164,-88.2434,-3.68,10.45,3.8,0.0,0.0
2021-03-24,2021,3,24,USC001,"Champaign, IL",40.1164,-88.2434,-8.44,2.89,-2.57,10.04,0.05
2021-03-25,2021,3,25,USC001,"Champaign, IL",40.1164,-88.2434,-4.83,8.68,1.5,0.91,0.0
2021-03-26,2021,3,26,USC001,"Champaign, IL",40.1164,-88.2434,-16.26,-4.39,-11.19,0.0,0.0
2021-03-27,2021,3,27,USC001,"Champaign, IL",40.1164,-88.2434,-8.43,4.66,-2.53,0.0,0.0
2021-03-28,2021,3,28,USC001,"Champaign, IL",40.1164,-88.2434,-6.02,7.8,0.49,7.41,0.0
2021-03-29,2021,3,29,USC001,"Champaign, IL",40.1164,-88.2434,-8.81,4.28,-3.64,0.0,0.0
2021-03-30,2021,3,30,USC001,"Champaign, IL",40.1164,-88.2434,-5.29,7.91,1.19,0.0,0.0
2021-03-31,2021,3,31,USC001,"Champaign, IL",40.1164,-88.2434,-14.59,-0.79,-6.81,0.0,0.0
2021-04-01,2021,4,1,USC001,"Champaign, IL",40.1164,-88.2434,-2.57,9.69,2.74,0.0,0.0
2021-04-02,2021,4,2,USC001,"Champaign, IL",40.1164,-88.2434,-0.18,12.32,7.11,0.0,0.0
2021-04-03,2021,4,3,USC001,"Champaign, IL",40.1164,-88.2434,-12.5,1.43,-6.27,0.0,0.0
2021-04-04,2021,4,4,USC001,"Champaign, IL",40.1164,-88.2434,-13.71,-1.39,-6.75,0.0,0.0
2021-04-05,2021,4,5,USC001,"Champaign, IL",40.1164,-88.2434,-3.1,8.67,2.69,0.0,0.0
2021-04-06,2021,4,6,USC001,"Champaign, IL",40.1164,-88.2434,-2.22,10.7,3.26,0.0,0.0
2021-04-07,2021,4,7,USC001,"Champaign, IL",40.1164,-88.2434,-12.79,-0.52,-7.31,0.0,0.0
2021-04-08,2021,4,8,USC001,"Champaign, IL",40.1164,-88.2434,-12.06,-0.66,-6.84,0.0,0.0
2021-04-09,2021,4,9,USC001,"Champaign, IL",40.1164,-88.2434,-11.76,0.22,-6.2,0.0,0.0
2021-04-10,2021,4,10,USC001,"Champaign, IL",40.1164,-88.2434,-18.55,-3.99,-11.55,0.0,0.0
2021-04-11,2021,4,11,USC001,"Champaign, IL",40.1164,-88.2434,-17.11,-3.44,-9.46,0.0,0.0
2021-04-12,2021,4,12,USC001,"Champaign, IL",40.1164,-88.2434,-17.36,-2.31,-9.92,0.0,0.0
2021-04-13,2021,4,13,USC001,"Champaign, IL",40.1164,-88.2434,-15.82,-3.5,-8.77,2.92,2.26
2021-04-14,2021,4,14,USC001,"Champaign, IL",40.1164,-88.2434,-10.45,2.21,-5.12,0.0,0.0
2021-04-15,2021,4,15,USC001,"Champaign, IL",40.1164,-88.2434,-9.67,3.74,-3.8,0.0,0.0
2021-04-16,2021,4,16,USC001,"Champaign, IL",40.1164,-88.2434,-3.16,8.31,2.77,0.0,0.0
2021-04-17,2021,4,17,USC001,"Champaign, IL",40.1164,-88.2434,-15.73,-3.69,-9.98,0.0,0.0
2021-04-18,2021,4,18,USC001,"Champaign, IL",40.1164,-88.2434,-6.62,5.42,-0.08,0.0,0.0
2021-04-19,2021,4,19,USC001,"Champaign, IL",40.1164,-88.2434,-12.68,1.05,-6.07,0.0,0.0
2021-04-20,2021,4,20,USC001,"Champaign, IL",40.1164,-88.2434,-11.31,1.36,-5.24,0.0,0.0
2021-04-21,2021,4,21,USC001,"Champaign, IL",40.1164,-88.2434,-7.68,5.29,-1.61,0.0,0.0
2021-04-22,2021,4,22,USC001,"Champaign, IL",40.1164,-88.2434,-18.08,-5.0,-10.59,0.0,0.0
2021-04-23,2021,4,23,USC001,"Champaign, IL",40.1164,-88.2434,-10.42,2.59,-3.05,0.0,0.0
2021-04-24,2021,4,24,USC001,"Champaign, IL",40.1164,-88.2434,-10.03,1.02,-4.11,17.25,5.72
2021-04-25,2021,4,25,USC001,"Champaign, IL",40.1164,-88.2434,-10.19,3.52,-2.45,13.64,10.66
2021-04-26,2021,4,26,USC001,"Champaign, IL",40.1164,-88.2434,-11.3,3.24,-3.44,0.0,0.0
2021-04-27,2021,4,27,USC001,"Champaign, IL",40.1164,-88.2434,1.45,15.0,7.43,0.0,0.0
2021-04-28,2021,4,28,USC001,"Champaign, IL",40.1164,-88.2434,-14.06,-1.0,-8.0,0.0,0.0
2021-04-29,2021,4,29,USC001,"Champaign, IL",40.1164,-88.2434,-13.94,-1.12,-7.42,0.0,0.0
2021-04-30,2021,4,30,USC001,"Champaign, IL",40.1164,-88.2434,-15.66,0.02,-7.84,0.0,0.0
2021-05-01,2021,5,1,USC001,"Champaign, IL",40.1164,-88.2434,-15.07,-0.29,-7.45,9.39,0.03
2021-05-02,2021,5,2,USC001,"Champaign, IL",40.1164,-88.2434,-13.11,-0.01,-7.8,0.0,0.0
2021-05-03,2021,5,3,USC001,"Champaign, IL",40.1164,-88.2434,-4.78,7.98,1.39,0.0,0.0
2021-05-04,2021,5,4,USC001,"Champaign, IL",40.1164,-88.2434,-4.04,8.39,2.62,0.0,0.0
2021-05-05,2021,5,5,USC001,"Champaign, IL",40.1164,-88.2434,-13.78,-2.11,-7.27,0.0,0.0
2021-05-06,2021,5,6,USC001,"Champaign, IL",40.1164,-88.2434,-14.09,-1.33,-8.51,0.22,0.05
2021-05-07,2021,5,7,USC001,"Champaign, IL",40.1164,-88.2434,-9.49,3.46,-1.91,0.0,0.0
2021-05-08,2021,5,8,USC001,"Champaign, IL",40.1164,-88.2434,-13.98,-1.04,-6.95,0.0,0.0
2021-05-09,2021,5,9,USC001,"Champaign, IL",40.1164,-88.2434,-8.45,5.66,-0.93,0.0,0.0
2021-05-10,2021,5,10,USC001,"Champaign, IL",40.1164,-88.2434,-10.57,3.7,-2.99,0.0,0.0
2021-05-11,2021,5,11,USC001,"Champaign, IL",40.1164,-88.2434,-18.74,-4.69,-11.49,0.0,0.0
2021-05-12,2021,5,12,USC001,"Champaign, IL",40.1164,-88.2434,-2.39,9.42,3.92,4.51,0.0
2021-05-13,2021,5,13,USC001,"Champaign, IL",40.1164,-88.2434,-1.56,11.41,5.27,0.0,0.0
2021-05-14,2021,5,14,USC001,"Champaign, IL",40.1164,-88.2434,-12.15,0.18,-6.67,0.0,0.0
2021-05-15,2021,5,15,USC001,"Champaign, IL",40.1164,-88.2434,-12.45,2.48,-5.43,6.8,4.5
2021-05-16,2021,5,16,USC001,"Champaign, IL",40.1164,-88.2434,-7.49,5.23,-1.95,0.0,0.0
2021-05-17,2021,5,17,USC001,"Champaign, IL",40.1164,-88.2434,-8.67,6.18,-1.59,0.0,0.0
2021-05-18,2021,5,18,USC001,"Champaign, IL",40.1164,-88.2434,-5.53,7.44,0.15,0.0,0.0
2021-05-19,2021,5,19,USC001,"Champaign, IL",40.1164,-88.2434,1.69,13.81,7.04,10.55,0.0
2021-05-20,2021,5,20,USC001,"Champaign, IL",40.1164,-88.2434,-9.26,1.81,-3.77,0.0,0.0
2021-05-21,2021,5,21,USC001,"Champaign, IL",40.1164,-88.2434,-11.74,0.26,-6.74,0.0,0.0
2021-05-22,2021,5,22,USC001,"Champaign, IL",40.1164,-88.2434,-16.66,-2.64,-9.51,0.0,0.0
2021-05-23,2021,5,23,USC001,"Champaign, IL",40.1164,-88.2434,-13.32,0.69,-6.12,1.17,0.52
2021-05-24,2021,5,24,USC001,"Champaign, IL",40.1164,-88.2434,-9.03,3.98,-2.49,0.0,0.0
2021-05-25,2021,5,25,USC001,"Champaign, IL",40.1164,-88.2434,1.32,13.39,6.8,0.0,0.0
2021-05-26,2021,5,26,USC001,"Champaign, IL",40.1164,-88.2434,-9.86,1.39,-4.61,0.0,0.0
2021-05-27,2021,5,27,USC001,"Champaign, IL",40.1164,-88.2434,-5.8,5.81,-0.75,0.0,0.0
2021-05-28,2021,5,28,USC001,"Champaign, IL",40.1164,-88.2434,-7.28,3.81,-1.79,1.12,0.89
2021-05-29,2021,5,29,USC001,"Champaign, IL",40.1164,-88.2434,-3.27,11.82,4.4,2.84,0.0
2021-05-30,2021,5,30,USC001,"Champaign, IL",40.1164,-88.2434,5.54,16.82,11.26,0.0,0.0
2021-05-31,2021,5,31,USC001,"Champaign, IL",40.1164,-88.2434,-9.92,1.4,-3.86,0.0,0.0
2021-06-01,2021,6,1,USC001,"Champaign, IL",40.1164,-88.2434,-8.79,2.83,-3.48,0.0,0.0
2021-06-02,2021,6,2,USC001,"Champaign, IL",40.1164,-88.2434,-1.3,11.34,4.37,24.66,0.0
2021-06-03,2021,6,3,USC001,"Champaign, IL",40.1164,-88.2434,-3.82,9.05,2.73,0.0,0.0
2021-06-04,2021,6,4,USC001,"Champaign, IL",40.1164,-88.2434,1.92,14.57,8.74,0.0,0.0
2021-06-05,2021,6,5,USC001,"Champaign, IL",40.1164,-88.2434,-3.12,9.29,2.61,0.0,0.0
2021-06-06,2021,6,6,USC001,"Champaign, IL",40.1164,-88.2434,-7.09,4.13,-1.91,0.0,0.0
2021-06-07,2021,6,7,USC001,"Champaign, IL",40.1164,-88.2434,-3.14,10.83,3.03,3.01,0.0
2021-06-08,2021,6,8,USC001,"Champaign, IL",40.1164,-88.2434,0.11,13.58,5.81,0.0,0.0
2021-06-09,2021,6,9,USC001,"Champaign, IL",40.1164,-88.2434,-1.09,11.08,4.57,1.18,0.0
2021-06-10,2021,6,10,USC001,"Champaign, IL",40.1164,-88.2434,-4.67,9.19,3.21,0.0,0.0
2021-06-11,2021,6,11,USC001,"Champaign, IL",40.1164,-88.2434,-0.64,13.42,6.21,0.0,0.0
2021-06-12,2021,6,12,USC001,"Champaign, IL",40.1164,-88.2434,0.25,12.04,6.93,0.0,0.0
2021-06-13,2021,6,13,USC001,"Champaign, IL",40.1164,-88.2434,1.95,14.62,8.2,0.0,0.0
2021-06-14,2021,6,14,USC001,"Champaign, IL",40.1164,-88.2434,-1.54,10.75,4.74,0.0,0.0
2021-06-15,2021,6,15,USC001,"Champaign, IL",40.1164,-88.2434,-5.74,8.64,0.88,0.0,0.0
2021-06-16,2021,6,16,USC001,"Champaign, IL",40.1164,-88.2434,-4.43,7.7,2.66,0.0,0.0
2021-06-17,2021,6,17,USC001,"Champaign, IL",40.1164,-88.2434,1.07,14.84,8.18,0.0,0.0
2021-06-18,2021,6,18,USC001,"Champaign, IL",40.1164,-88.2434,-7.23,5.51,-1.71,6.96,3.03
2021-06-19,2021,6,19,USC001,"Champaign, IL",40.1164,-88.2434,-2.06,10.89,4.44,0.0,0.0
2021-06-20,2021,6,20,USC001,"Champaign, IL",40.1164,-88.2434,-5.38,6.11,0.85,0.0,0.0
2021-06-21,2021,6,21,USC001,"Champaign, IL",40.1164,-88.2434,-4.42,11.11,3.19,5.87,0.0
2021-06-22,2021,6,22,USC001,"Champaign, IL",40.1164,-88.2434,2.77,16.22,9.67,2.51,0.0
2021-06-23,2021,6,23,USC001,"Champaign, IL",40.1164,-88.2434,-2.13,11.31,4.46,3.93,0.0
2021-06-24,2021,6,24,USC001,"Champaign, IL",40.1164,-88.2434,-1.37,9.68,3.97,0.0,0.0
2021-06-25,2021,6,25,USC001,"Champaign, IL",40.1164,-88.2434,-9.64,3.63,-2.82,0.52,0.11
2021-06-26,2021,6,26,USC001,"Champaign, IL",40.1164,-88.2434,2.59,14.23,7.95,13.65,0.0
2021-06-27,2021,6,27,USC001,"Champaign, IL",40.1164,-88.2434,1.67,12.91,7.68,0.14,0.0
2021-06-28,2021,6,28,USC001,"Champaign, IL",40.1164,-88.2434,10.08,20.83,15.51,0.0,0.0
2021-06-29,2021,6,29,USC001,"Champaign, IL",40.1164,-88.2434,-3.68,10.91,3.4,0.0,0.0
2021-06-30,2021,6,30,USC001,"Champaign, IL",40.1164,-88.2434,0.66,12.0,6.28,0.0,0.0
2021-07-01,2021,7,1,USC001,"Champaign, IL",40.1164,-88.2434,0.5,12.26,6.67,0.0,0.0
2021-07-02,2021,7,2,USC001,"Champaign, IL",40.1164,-88.2434,5.87,20.07,13.56,0.0,0.0
2021-07-03,2021,7,3,USC001,"Champaign, IL",40.1164,-88.2434,-0.17,12.75,5.44,3.75,0.0
2021-07-04,2021,7,4,USC001,"Champaign, IL",40.1164,-88.2434,1.04,12.75,7.56,7.6,0.0
2021-07-05,2021,7,5,USC001,"Champaign, IL",40.1164,-88.2434,3.2,16.19,9.46,0.0,0.0
2021-07-06,2021,7,6,USC001,"Champaign, IL",40.1164,-88.2434,2.55,12.96,7.6,2.35,0.0
2021-07-07,2021,7,7,USC001,"Champaign, IL",40.1164,-88.2434,-2.69,9.8,4.69,0.0,0.0
2021-07-08,2021,7,8,USC001,"Champaign, IL",40.1164,-88.2434,2.94,13.31,8.15,0.0,0.0
2021-07-09,2021,7,9,USC001,"Champaign, IL",40.1164,-88.2434,6.38,20.3,12.8,0.0,0.0
2021-07-10,2021,7,10,USC001,"Champaign, IL",40.1164,-88.2434,-4.13,7.91,2.55,0.0,0.0
2021-07-11,2021,7,11,USC001,"Champaign, IL",40.1164,-88.2434,1.72,13.74,8.61,0.0,0.0
2021-07-12,2021,7,12,USC001,"Champaign, IL",40.1164,-88.2434,-2.37,11.01,4.7,3.31,0.0
2021-07-13,2021,7,13,USC001,"Champaign, IL",40.1164,-88.2434,8.67,21.96,14.43,5.89,0.0
2021-07-14,2021,7,14,USC001,"Champaign, IL",40.1164,-88.2434,-3.94,6.88,1.09,0.0,0.0
2021-07-15,2021,7,15,USC001,"Champaign, IL",40.1164,-88.2434,-1.0,12.44,6.17,0.0,0.0
2021-07-16,2021,7,16,USC001,"Champaign, IL",40.1164,-88.2434,4.5,16.23,11.11,8.79,0.0
2021-07-17,2021,7,17,USC001,"Champaign, IL",40.1164,-88.2434,9.8,23.66,17.31,0.0,0.0
2021-07-18,2021,7,18,USC001,"Champaign, IL",40.1164,-88.2434,1.95,16.15,9.41,0.0,0.0
2021-07-19,2021,7,19,USC001,"Champaign, IL",40.1164,-88.2434,-0.31,13.94,7.22,0.0,0.0
2021-07-20,2021,7,20,USC001,"Champaign, IL",40.1164,-88.2434,13.21,25.66,19.66,0.0,0.0
2021-07-21,2021,7,21,USC001,"Champaign, IL",40.1164,-88.2434,-2.72,9.22,3.28,0.0,0.0
2021-07-22,2021,7,22,USC001,"Champaign, IL",40.1164,-88.2434,-7.59,5.1,-0.22,10.1,7.35
2021-07-23,2021,7,23,USC001,"Champaign, IL",40.1164,-88.2434,6.88,19.33,13.23,0.0,0.0
2021-07-24,2021,7,24,USC001,"Champaign, IL",40.1164,-88.2434,3.23,14.08,8.78,0.84,0.0
2021-07-25,2021,7,25,USC001,"Champaign, IL",40.1164,-88.2434,-1.12,13.74,6.44,0.0,0.0
2021-07-26,2021,7,26,USC001,"Champaign, IL",40.1164,-88.2434,7.7,23.24,15.34,0.0,0.0
2021-07-27,2021,7,27,USC001,"Champaign, IL",40.1164,-88.2434,6.88,21.19,13.28,0.0,0.0
2021-07-28,2021,7,28,USC001,"Champaign, IL",40.1164,-88.2434,4.27,17.09,9.49,0.0,0.0
